,Number,Name,Address,Latitude,Longitude,Banking,Bonus,Status,Bike_stands,Available_bike_stands,Available_bikes,Last_update,Clock
163,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,16,4,1522341713000,0
164,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,16,4,1522342323000,0
165,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,16,4,1522342656000,0
166,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522342676000,0
167,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522343285000,0
168,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,19,1,1522343701000,0
169,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,19,1,1522344454000,0
170,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,20,0,1522344459000,0
171,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,20,0,1522345068000,0
172,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,20,0,1522345677000,0
173,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,20,0,1522346286000,0
174,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,19,1,1522346797000,0
175,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522347483000,0
176,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522347999000,0
177,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522348256000,0
178,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522348621000,0
179,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522349030000,0
180,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522349566000,0
181,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522350176000,0
182,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522350785000,0
183,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522351394000,0
184,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,16,4,1522351670000,0
185,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,16,4,1522352278000,0
186,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,15,5,1522352646000,0
187,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522352955000,0
188,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522353564000,0
189,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522353888000,0
190,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,15,5,1522354498000,0
191,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522355122000,0
192,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522355731000,0
193,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522356340000,0
194,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522356949000,0
195,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522357559000,0
196,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522358168000,0
197,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522358777000,0
198,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522359386000,0
199,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,14,6,1522359820000,0
200,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,15,5,1522360429000,0
201,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,15,5,1522361038000,0
202,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,15,5,1522361647000,0
203,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,15,5,1522362257000,0
204,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,15,5,1522362866000,0
205,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,15,5,1522363115000,0
206,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,16,4,1522363765000,0
207,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522364374000,0
208,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522364987000,0
209,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522365597000,0
210,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,17,3,1522366075000,0
211,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522366332000,0
212,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522366942000,0
213,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522367551000,0
214,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522368160000,0
215,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522368770000,0
216,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522369379000,0
217,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522369988000,0
218,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522370597000,0
219,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522371206000,0
220,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522371817000,0
221,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522372426000,0
222,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522373035000,0
223,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522373644000,0
224,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522374253000,0
225,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522374591000,0
226,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522374648000,0
227,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522375257000,0
228,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522375866000,0
229,17,'GOLDEN LANE','Golden Lane',53.34080124,-6.26773214,'False','False','OPEN',20,18,2,1522376475000,0
